,Plate 384,Well 384,Plate 96,Well 96,Chemical name,Prestwick number,CAS number,Chemical formula,Class,Effect
374,Plate01,P15,Plate03,H08,Ofloxacin,Prestw-237,82419-36-1,C18H20FN3O4,"['Infectiology', 'Metabolism']",['Antibacterial']
375,Plate01,P16,Plate04,H08,Guanethidine sulfate ,Prestw-317,60-02-6,C20H46N8O4S,"['Central Nervous System', 'Diagnostic']","['Antihypertensive', 'Local anesthetic']"
376,Plate01,P17,Plate03,H09,Lomefloxacin hydrochloride,Prestw-238,98079-52-8,C17H20ClF2N3O3,"['Infectiology', 'Metabolism']",['Antibacterial']
377,Plate01,P18,Plate04,H09,Quinacrine dihydrochloride hydrate,Prestw-318,69-05-6,C23H36Cl3N3O3,"['Infectiology', 'Metabolism']","['Antihelmintic', 'Antileishmanial', 'Antimalarial', 'Antiparasitic', 'Antiprotozoal', 'Antitrichomonal']"
378,Plate01,P19,Plate03,H10,Orphenadrine hydrochloride,Prestw-239,341-69-5,C18H24ClNO,"['Allergology', 'Central Nervous System']","['Antihistaminic', 'Antiparkinsonian']"
379,Plate01,P20,Plate04,H10,Clofilium tosylate,Prestw-319,92953-10-1,C28H44ClNO3S,['Cardiovascular'],['Antiarrhythmic']
380,Plate01,P21,Plate03,H11,Proglumide,Prestw-240,6620-60-6,C18H26N2O4,['Gastroenterology'],['Antiulcer']
381,Plate01,P22,Plate04,H11,Fluphenazine dihydrochloride,Prestw-320,146-56-5,C22H28Cl2F3N3OS,['Central Nervous System'],['Antipsychotic']
382,Plate01,P23,Plate03,H12,DMSO,nan,nan,nan,,
383,Plate01,P24,Plate04,H12,DMSO,nan,nan,nan,,
384,Plate02,A01,Plate05,A01,DMSO,nan,nan,nan,,
385,Plate02,A02,Plate06,A01,DMSO,nan,nan,nan,,
386,Plate02,A03,Plate05,A02,Streptomycin sulfate,Prestw-321,3810-74-0,C42H84N14O36S3,"['Infectiology', 'Metabolism']",['Antibacterial']
387,Plate02,A04,Plate06,A02,Testosterone propionate,Prestw-401,57-85-2,C22H32O3,['Endocrinology'],['Anabolic']
388,Plate02,A05,Plate05,A03,Alfuzosin hydrochloride,Prestw-322,81403-68-1,C19H28ClN5O4,['Cardiovascular'],['Vasodilator']
389,Plate02,A06,Plate06,A03,Haloprogin,Prestw-1269,777-11-7,C9H4Cl3IO,['Central Nervous System'],"['Anesthetic', 'Antifungal']"
390,Plate02,A07,Plate05,A04,Chlorpropamide,Prestw-323,94-20-2,C10H13ClN2O3S,['Endocrinology'],['Antidiabetic']
391,Plate02,A08,Plate06,A04,Thyroxine (L),Prestw-403,51-48-9,C15H11I4NO4,"['Endocrinology', 'Metabolism']","['Antihypothyroid', 'Antilipemic', 'Hypocholesterolemic', 'Lipid-lowering']"
392,Plate02,A09,Plate05,A05,Phenylpropanolamine hydrochloride,Prestw-324,154-41-6,C9H14ClNO,['Respiratory'],"['Antihypotensive', 'Nasal Decongestant', 'Vasoconstrictor']"
393,Plate02,A10,Plate06,A05,Idebenone,Prestw-1288,58186-27-9,C19H30O5,['Oncology'],['Antineoplastic']
394,Plate02,A11,Plate05,A06,Ascorbic acid,Prestw-325,50-81-7,C6H8O6,['Metabolism'],"['Anti-oxidant', 'CNS Stimulant', 'Hemostatic']"
395,Plate02,A12,Plate06,A06,Pepstatin A,Prestw-405,26305-03-3,C34H63N5O9,"['Infectiology', 'Metabolism']",['Antiviral']
396,Plate02,A13,Plate05,A07,"Methyldopa (L,-)",Prestw-326,555-30-6,C10H13NO4,"['Cardiovascular', 'Central Nervous System']",['Antihypertensive']
397,Plate02,A14,Plate06,A07,"Morpholinoethylamino-3-benzocyclohepta-(5,6-c)-pyridazine dihydrochloride",Prestw-406,115767-94-7,C19H26Cl2N4O,[nan],[nan]
398,Plate02,A15,Plate05,A08,Cefoperazone dihydrate,Prestw-327,not available,C25H31N9O10S2,"['Infectiology', 'Metabolism']",['Antibacterial']
399,Plate02,A16,Plate06,A08,Adamantamine fumarate,Prestw-407,80789-67-9,C24H38N2O4,['Infectiology'],['Antiviral']
400,Plate02,A17,Plate05,A09,Zoxazolamine,Prestw-328,61-80-3,C7H5ClN2O,"['Metabolism', 'Neuromuscular']","['Antigout', 'Muscle relaxant', 'Uricosuric']"
401,Plate02,A18,Plate06,A09,Butoconazole nitrate,Prestw-408,32872-77-1,C19H18Cl3N3O3S,"['Infectiology', 'Metabolism']","['Antibacterial', 'Antifungal']"
402,Plate02,A19,Plate05,A10,Tacrine hydrochloride,Prestw-329,1684-40-8,C13H15ClN2,['Central Nervous System'],['CNS Stimulant']
403,Plate02,A20,Plate06,A10,Amiodarone hydrochloride,Prestw-409,19774-82-4,C25H30ClI2NO3,['Cardiovascular'],"['Antianginal', 'Antiarrhythmic']"
404,Plate02,A21,Plate05,A11,Bisoprolol fumarate,Prestw-330,104344-23-2,C40H66N2O12,['Cardiovascular'],"['Antianginal', 'Antiarrhythmic', 'Antihypertensive']"
405,Plate02,A22,Plate06,A11,Amphotericin B,Prestw-410,1397-89-3,C47H73NO17,['Infectiology'],"['Antibacterial', 'Antifungal']"
406,Plate02,A23,Plate05,A12,DMSO,nan,nan,nan,,
407,Plate02,A24,Plate06,A12,DMSO,nan,nan,nan,,
408,Plate02,B01,Plate07,A01,DMSO,nan,nan,nan,,
409,Plate02,B02,Plate08,A01,DMSO,nan,nan,nan,,
410,Plate02,B03,Plate07,A02,Serotonin hydrochloride,Prestw-481,153-98-0,C10H13ClN2O,"['Central Nervous System', 'Endocrinology']",['CNS Stimulant']
411,Plate02,B04,Plate08,A02,Ziprasidone  Hydrochloride,Prestw-1188,138982-67-9,C21H22Cl2N4OS,['Central Nervous System'],['Antipsychotic']
412,Plate02,B05,Plate07,A03,Cefotiam hydrochloride,Prestw-482,61622-34-2,C18H24ClN9O4S3,"['Infectiology', 'Metabolism']",['Antibacterial']
413,Plate02,B06,Plate08,A03,Mevastatin,Prestw-1441,73573-88-3,C23H34O5,['Cardiovascular'],['Hypocholesterolemic']
414,Plate02,B07,Plate07,A04,Rofecoxib,Prestw-1336,162011-90-7,C17H14O4S,['Metabolism'],['Anti-inflammatory']
415,Plate02,B08,Plate08,A04,Pyridostigmine iodide,Prestw-1322,4685-03-4,C9H13IN2O2,['Central Nervous System'],[nan]
416,Plate02,B09,Plate07,A05,Benperidol,Prestw-484,2062-84-2,C22H24FN3O2,['Central Nervous System'],['Antipsychotic']
417,Plate02,B10,Plate08,A05,Pentobarbital,Prestw-1491,76-74-4,C11H18N2O3,['Central Nervous System'],"['Anesthetic', 'Hypnotic', 'Sedative']"
418,Plate02,B11,Plate07,A06,Cefaclor hydrate,Prestw-485,70356-03-5,C15H16ClN3O5S,"['Infectiology', 'Metabolism']",['Antibacterial']
419,Plate02,B12,Plate08,A06,Atropine sulfate monohydrate,Prestw-565,5908-99-6,C34H50N2O11S,['Ophthalmology'],"['Antispastic', 'Mydriatic']"
420,Plate02,B13,Plate07,A07,Colistin sulfate,Prestw-486,1264-72-8,C52H100N16O17S,['Infectiology'],['Antibacterial']
421,Plate02,B14,Plate08,A07,Eserine hemisulfate salt,Prestw-566,64-47-1,C30H44N6O8S,"['Central Nervous System', 'Neuromuscular', 'Ophthalmology']",['Antiglaucoma']
422,Plate02,B15,Plate07,A08,Daunorubicin hydrochloride,Prestw-487,23541-50-6,C27H30ClNO10,"['Infectiology', 'Oncology']","['Antibacterial', 'Antineoplastic']"
423,Plate02,B16,Plate08,A08,Itraconazole,Prestw-1139,84625-61-6,C35H38Cl2N8O4,"['Infectiology', 'Metabolism']",['Antifungal']
424,Plate02,B17,Plate07,A09,Dosulepin hydrochloride,Prestw-488,897-15-4,C19H22ClNS,['Central Nervous System'],"['Antidepressant', 'CNS Stimulant']"
425,Plate02,B18,Plate08,A09,Acarbose,Prestw-1174,56180-94-0,C25H43NO18,['Endocrinology'],['Antidiabetic']
426,Plate02,B19,Plate07,A10,Ceftazidime pentahydrate,Prestw-489,78439-06-2,C22H32N6O12S2,"['Infectiology', 'Metabolism']",['Antibacterial']
427,Plate02,B20,Plate08,A10,Entacapone,Prestw-1403,130929-57-6,C14H15N3O5,['Central Nervous System'],['Antiparkinsonian']
428,Plate02,B21,Plate07,A11,Iobenguane sulfate,Prestw-490,103346-16-3,C8H12IN3O4S,['Oncology'],['Antineoplastic']
429,Plate02,B22,Plate08,A11,Nicotinamide,Prestw-1449,98-92-0,C6H6N2O,['Dermatology'],[nan]
430,Plate02,B23,Plate07,A12,DMSO,nan,nan,nan,,
431,Plate02,B24,Plate08,A12,DMSO,nan,nan,nan,,
432,Plate02,C01,Plate05,B01,DMSO,nan,nan,nan,,
433,Plate02,C02,Plate06,B01,DMSO,nan,nan,nan,,
434,Plate02,C03,Plate05,B02,Tremorine dihydrochloride,Prestw-331,51-73-0,C12H22Cl2N2,['Central Nervous System'],['CNS Stimulant']
435,Plate02,C04,Plate06,B02,Androsterone,Prestw-411,53-41-8,C19H30O2,['Endocrinology'],['Anabolic']
436,Plate02,C05,Plate05,B03,Practolol,Prestw-332,6673-35-4,C14H22N2O3,['Cardiovascular'],"['Antianginal', 'Antihypertensive']"
437,Plate02,C06,Plate06,B03,Amifostine,Prestw-1489,20537-88-6,C5H15N2O3PS,['Diagnostic'],[nan]
438,Plate02,C07,Plate05,B04,"Zidovudine, AZT",Prestw-333,30516-87-1,C10H13N5O4,"['Infectiology', 'Metabolism']",['Antiviral']
439,Plate02,C08,Plate06,B04,Carbarsone,Prestw-413,121-59-5,C7H9AsN2O4,['Infectiology'],"['Antiamebic', 'Antiprotozoal']"
440,Plate02,C09,Plate05,B05,Sulfisoxazole,Prestw-334,127-69-5,C11H13N3O3S,"['Infectiology', 'Metabolism']",['Antibacterial']
441,Plate02,C10,Plate06,B05,Amlodipine,Prestw-1219,88150-42-9,C20H25ClN2O5,['Cardiovascular'],['Antihypertensive']
442,Plate02,C11,Plate05,B06,Zaprinast,Prestw-335,37762-06-4,C13H13N5O2,['Cardiovascular'],['Erectile dysfunction treatment']
443,Plate02,C12,Plate06,B06,Modafinil,Prestw-1147,68693-11-8,C15H15NO2S,['Central Nervous System'],['CNS Stimulant']
444,Plate02,C13,Plate05,B07,Chlormezanone,Prestw-336,80-77-3,C11H12ClNO3S,"['Central Nervous System', 'Neuromuscular']","['Anxiolytic', 'Muscle relaxant']"
445,Plate02,C14,Plate06,B07,Bacampicillin hydrochloride,Prestw-416,37661-08-8,C21H28ClN3O7S,"['Infectiology', 'Metabolism']",['Antibacterial']
446,Plate02,C15,Plate05,B08,Procainamide hydrochloride,Prestw-337,614-39-1,C13H22ClN3O,"['Cardiovascular', 'Neuromuscular']","['Antiarrhythmic', 'Local anesthetic', 'Vasodilator']"
447,Plate02,C16,Plate06,B08,Lamivudine,Prestw-1298,134678-17-4,C8H11N3O3S,"['Infectiology', 'Metabolism']",['Antiviral']
448,Plate02,C17,Plate05,B09,N6-methyladenosine,Prestw-338,1867-73-8,C11H15N5O4,['Oncology'],['Antineoplastic']
449,Plate02,C18,Plate06,B09,Biotin,Prestw-418,58-85-5,C10H16N2O3S,['Metabolism'],[nan]
450,Plate02,C19,Plate05,B10,Guanfacine hydrochloride,Prestw-339,29110-48-3,C9H10Cl3N3O,"['Cardiovascular', 'Central Nervous System']",['Antihypertensive']
451,Plate02,C20,Plate06,B10,Bisacodyl,Prestw-419,603-50-9,C22H19NO4,['Gastroenterology'],['Laxative']
452,Plate02,C21,Plate05,B11,Domperidone,Prestw-340,57808-66-9,C22H24ClN5O2,['Central Nervous System'],['Antiemetic']
453,Plate02,C22,Plate06,B11,Erlotinib,Prestw-1242,183321-74-6,C22H23N3O4,['Oncology'],['Antineoplastic']
454,Plate02,C23,Plate05,B12,DMSO,nan,nan,nan,,
455,Plate02,C24,Plate06,B12,DMSO,nan,nan,nan,,
456,Plate02,D01,Plate07,B01,DMSO,nan,nan,nan,,
457,Plate02,D02,Plate08,B01,DMSO,nan,nan,nan,,
458,Plate02,D03,Plate07,B02,Metixene hydrochloride,Prestw-491,1553-34-0,C20H24ClNS,"['Central Nervous System', 'Neuromuscular']","['Antiparkinsonian', 'Antispastic']"
459,Plate02,D04,Plate08,B02,Tetracaïne hydrochloride,Prestw-571,136-47-0,C15H25ClN2O2,['Neuromuscular'],[nan]
460,Plate02,D05,Plate07,B03,Nitrofural,Prestw-492,59-87-0,C6H6N4O4,['Infectiology'],['Antibacterial']
461,Plate02,D06,Plate08,B03,Mometasone furoate,Prestw-572,83919-23-7,C27H30Cl2O6,['Endocrinology'],['Anti-inflammatory']
462,Plate02,D07,Plate07,B04,Omeprazole,Prestw-493,73590-58-6,C17H19N3O3S,['Gastroenterology'],['Antiulcer']
463,Plate02,D08,Plate08,B04,Troglitazone,Prestw-1467,97322-87-7,C24H27NO5S,['Metabolism'],"['Antidiabetic', 'Anti-inflammatory']"
464,Plate02,D09,Plate07,B05,Propylthiouracil,Prestw-494,51-52-5,C7H10N2OS,['Metabolism'],['Antihyperthyroid']
465,Plate02,D10,Plate08,B05,Dacarbazine,Prestw-574,4342-03-4,C6H10N6O,['Oncology'],['Antineoplastic']
466,Plate02,D11,Plate07,B06,Terconazole,Prestw-495,67915-31-5,C26H31Cl2N5O3,"['Infectiology', 'Metabolism']",['Antifungal']
467,Plate02,D12,Plate08,B06,Tenatoprazole,Prestw-1351,113712-98-4,C16H18N4O3S,['Metabolism'],['Antiulcer']
468,Plate02,D13,Plate07,B07,Tiaprofenic acid,Prestw-496,33005-95-7,C14H12O3S,"['Central Nervous System', 'Metabolism']","['Analgesic', 'Anti-inflammatory', 'Antipyretic']"
469,Plate02,D14,Plate08,B07,Acetopromazine maleate salt,Prestw-576,3598-37-6,C23H26N2O5S,['Central Nervous System'],"['Antiemetic', 'Antipsychotic', 'Antitussive', 'Sedative']"
470,Plate02,D15,Plate07,B08,Vancomycin hydrochloride,Prestw-497,1404-93-9,C66H76Cl3N9O24,"['Infectiology', 'Metabolism']",['Antibacterial']
471,Plate02,D16,Plate08,B08,Escitalopram oxalate,Prestw-1271,128196-01-0,C22H23FN2O5,['Central Nervous System'],['Antidepressant']
472,Plate02,D17,Plate07,B09,Artemisinin,Prestw-498,63968-64-9,C15H22O5,['Infectiology'],['Antimalarial']
473,Plate02,D18,Plate08,B09,Ropinirole HCl,Prestw-1158,91374-20-8,C16H25ClN2O,['Central Nervous System'],['Antiparkinsonian']
474,Plate02,D19,Plate07,B10,Propafenone hydrochloride,Prestw-499,34183-22-7,C21H28ClNO3,['Cardiovascular'],['Antiarrhythmic']
475,Plate02,D20,Plate08,B10,Lacidipine,Prestw-1297,103890-78-4,C26H33NO6,['Cardiovascular'],['Antihypertensive']
476,Plate02,D21,Plate07,B11,Ethamivan,Prestw-500,304-84-7,C12H17NO3,['Central Nervous System'],"['Analeptic', 'CNS stimulant']"
477,Plate02,D22,Plate08,B11,Argatroban,Prestw-1228,74863-84-6,C23H36N6O5S,['Hematology'],['Anticoagulant']
478,Plate02,D23,Plate07,B12,DMSO,nan,nan,nan,,
479,Plate02,D24,Plate08,B12,DMSO,nan,nan,nan,,
480,Plate02,E01,Plate05,C01,DMSO,nan,nan,nan,,
481,Plate02,E02,Plate06,C01,DMSO,nan,nan,nan,,
482,Plate02,E03,Plate05,C02,Furosemide,Prestw-341,54-31-9,C12H11ClN2O5S,['Metabolism'],"['Antihypertensive', 'Diuretic']"
483,Plate02,E04,Plate06,C02,Suloctidil,Prestw-421,54063-56-8,C20H35NOS,['Neuromuscular'],"['Antiplatelet', 'Vasodilator']"
484,Plate02,E05,Plate05,C03,Methapyrilene hydrochloride,Prestw-342,135-23-9,C14H20ClN3S,"['Allergology', 'Central Nervous System']","['Antihistaminic', 'Sedative']"
485,Plate02,E06,Plate06,C03,Zotepine,Prestw-1368,26615-21-4,C18H18ClNOS,['Central Nervous System'],['Antipsychotic']
486,Plate02,E07,Plate05,C04,Desipramine hydrochloride,Prestw-343,58-28-6,C18H23ClN2,['Central Nervous System'],"['Antidepressant', 'CNS Stimulant']"
487,Plate02,E08,Plate06,C04,Carisoprodol,Prestw-423,78-44-4,C12H24N2O4,['Central Nervous System'],"['Analgesic', 'Antipyretic', 'Muscle relaxant', 'Sedative']"
488,Plate02,E09,Plate05,C05,Clorgyline hydrochloride,Prestw-344,17780-75-5,C13H16Cl3NO,['Central Nervous System'],['Antidepressant']
489,Plate02,E10,Plate06,C05,"Cephalosporanic acid, 7-amino",Prestw-424,957-68-6,C10H12N2O5S,"['Infectiology', 'Metabolism']",['Antibacterial']
490,Plate02,E11,Plate05,C06,Clenbuterol hydrochloride,Prestw-345,21898-19-1,C12H19Cl3N2O,"['Neuromuscular', 'Respiratory']","['Antiasthmatic', 'Bronchodilator', 'Tocolytic']"
491,Plate02,E12,Plate06,C06,Chicago sky blue 6B,Prestw-425,2610-05-1,C34H24N6Na4O16S4,['Central Nervous System'],[nan]
492,Plate02,E13,Plate05,C07,Maprotiline hydrochloride,Prestw-346,10347-81-6,C20H24ClN,['Central Nervous System'],"['Antidepressant', 'Anxiolytic']"
493,Plate02,E14,Plate06,C07,Buflomedil hydrochloride,Prestw-426,35543-24-9,C17H26ClNO4,['Cardiovascular'],['Vasodilator']
494,Plate02,E15,Plate05,C08,Thioguanosine,Prestw-347,85-31-4,C10H13N5O4S,"['Metabolism', 'Oncology']",['Antineoplastic']
495,Plate02,E16,Plate06,C08,Dibenzepine hydrochloride,Prestw-1393,315-80-0,C18H22ClN3O,['Central Nervous System'],['Antidepressant']
496,Plate02,E17,Plate05,C09,Chlorprothixene hydrochloride,Prestw-348,6469-93-8,C18H19Cl2NS,['Central Nervous System'],"['Antiemetic', 'Antipsychotic']"
497,Plate02,E18,Plate06,C09,Roxatidine Acetate HCl,Prestw-428,93793-83-0,C19H29ClN2O4,['Gastroenterology'],['Antiulcer']
498,Plate02,E19,Plate05,C10,Ritodrine hydrochloride,Prestw-349,23239-51-2,C17H22ClNO3,['Neuromuscular'],['Tocolytic']
499,Plate02,E20,Plate06,C10,Valacyclovir hydrochloride,Prestw-1505,124832-27-5,C13H21ClN6O4,"['Infectiology', 'Metabolism']",['Antiviral']
500,Plate02,E21,Plate05,C11,Clozapine,Prestw-350,5786-21-0,C18H19ClN4,['Central Nervous System'],"['Antiparkinsonian', 'Antipsychotic']"
501,Plate02,E22,Plate06,C11,Cisapride,Prestw-430,81098-60-4,C23H29ClFN3O4,['Gastroenterology'],['Gastroprokinetic']
502,Plate02,E23,Plate05,C12,DMSO,nan,nan,nan,,
503,Plate02,E24,Plate06,C12,DMSO,nan,nan,nan,,
504,Plate02,F01,Plate07,C01,DMSO,nan,nan,nan,,
505,Plate02,F02,Plate08,C01,DMSO,nan,nan,nan,,
506,Plate02,F03,Plate07,C02,Vigabatrin,Prestw-501,60643-86-9,C6H11NO2,['Central Nervous System'],"['Anticonvulsant', 'Antiepileptic']"
507,Plate02,F04,Plate08,C02,Reboxetine mesylate,Prestw-1328,98769-81-4,C20H27NO6S,['Central Nervous System'],['Antidepressant']
508,Plate02,F05,Plate07,C03,Biperiden hydrochloride,Prestw-502,1235-82-1,C21H30ClNO,['Central Nervous System'],['Antiparkinsonian']
509,Plate02,F06,Plate08,C03,Camylofine chlorhydrate,Prestw-1498,54-30-8,C19H34Cl2N2O2,[nan],[nan]
510,Plate02,F07,Plate07,C04,Cetirizine dihydrochloride,Prestw-503,83881-52-1,C21H27Cl3N2O3,['Allergology'],"['Antihistaminic', 'Antipruritic']"
511,Plate02,F08,Plate08,C04,Papaverine hydrochloride,Prestw-583,61-25-6,C20H22ClNO4,"['Cardiovascular', 'Gastroenterology', 'Respiratory']","['Antispastic', 'Antitussive', 'Erectile dysfunction treatment', 'Vasodilator']"
512,Plate02,F09,Plate07,C05,Etifenin,Prestw-504,63245-28-3,C16H22N2O5,['Diagnostic'],['Chemosensitizer']
513,Plate02,F10,Plate08,C05,Yohimbine hydrochloride,Prestw-584,65-19-0,C21H27ClN2O3,['Cardiovascular'],"['Erectile dysfunction treatment', 'Vasodilator']"
514,Plate02,F11,Plate07,C06,"Metaproterenol sulfate, orciprenaline sulfate",Prestw-505,5874-97-5,C22H36N2O10S,['Respiratory'],['Bronchodilator']
515,Plate02,F12,Plate08,C06,Voriconazole,Prestw-1500,137234-62-9,C16H14F3N5O,"['Infectiology', 'Metabolism']",['Antifungal']
516,Plate02,F13,Plate07,C07,Sisomicin sulfate,Prestw-506,53179-09-2,C19H39N5O11S,"['Infectiology', 'Metabolism']",['Antibacterial']
517,Plate02,F14,Plate08,C07,Alfacalcidol,Prestw-1211,41294-56-8,C27H44O2,['Metabolism'],['Antiosteoporetic']
518,Plate02,F15,Plate07,C08,Sibutramine HCl,Prestw-1159,125494-59-9,C17H27Cl2N,['Central Nervous System'],[nan]
519,Plate02,F16,Plate08,C08,Cilostazol,Prestw-587,73963-72-1,C20H27N5O2,['Hematology'],['Anticoagulant']
520,Plate02,F17,Plate07,C09,Acenocoumarol,Prestw-110,152-72-7,C19H15NO6,['Hematology'],['Anticoagulant']
521,Plate02,F18,Plate08,C09,Galanthamine hydrobromide,Prestw-588,1953-04-4,C17H22BrNO3,['Central Nervous System'],"['Analgesic', 'Anti-Alzheimer', 'Anti-fatigue']"
522,Plate02,F19,Plate07,C10,Bromperidol,Prestw-509,10457-90-6,C21H23BrFNO2,['Central Nervous System'],['Antipsychotic']
523,Plate02,F20,Plate08,C10,Azelastine HCl,Prestw-1130,79307-93-0,C22H25Cl2N3O,['Immunology'],['Antihistaminic']
524,Plate02,F21,Plate07,C11,Cyclizine hydrochloride,Prestw-510,303-25-3,C18H23ClN2,"['Allergology', 'Central Nervous System']","['Antiemetic', 'Antihistaminic', 'Antivertigo', 'Sedative']"
525,Plate02,F22,Plate08,C11,Etretinate,Prestw-1409,54350-48-0,C23H30O3,['Dermatology'],['Antipsoriatic']
526,Plate02,F23,Plate07,C12,DMSO,nan,nan,nan,,
527,Plate02,F24,Plate08,C12,DMSO,nan,nan,nan,,
528,Plate02,G01,Plate05,D01,DMSO,nan,nan,nan,,
529,Plate02,G02,Plate06,D01,DMSO,nan,nan,nan,,
530,Plate02,G03,Plate05,D02,Chlorthalidone,Prestw-351,77-36-1,C14H11ClN2O4S,['Metabolism'],"['Antihypertensive', 'Diuretic']"
531,Plate02,G04,Plate06,D02,Pefloxacine,Prestw-1303,70458-92-3,C17H20FN3O3,"['Infectiology', 'Metabolism']",['Antibacterial']
532,Plate02,G05,Plate05,D03,Dobutamine hydrochloride,Prestw-352,49745-95-1,C18H24ClNO3,['Cardiovascular'],"['Analeptic', 'Cardiotonic', 'Positive inotropic']"
533,Plate02,G06,Plate06,D03,Corticosterone,Prestw-432,50-22-6,C21H30O4,['Endocrinology'],"['Anti-inflammatory', 'Immunosuppressant']"
534,Plate02,G07,Plate05,D04,Moclobemide,Prestw-353,71320-77-9,C13H17ClN2O2,['Central Nervous System'],['Antidepressant']
535,Plate02,G08,Plate06,D04,Cyanocobalamin,Prestw-433,68-19-9,C63H88CoN14O14P,['Metabolism'],['Analgesic']
536,Plate02,G09,Plate05,D05,Clopamide,Prestw-354,636-54-4,C14H20ClN3O3S,['Metabolism'],"['Antihypertensive', 'Diuretic']"
537,Plate02,G10,Plate06,D05,Cefadroxil,Prestw-434,50370-12-2,C16H17N3O5S,"['Infectiology', 'Metabolism']",['Antibacterial']
538,Plate02,G11,Plate05,D06,Hycanthone,Prestw-355,3105-97-3,C20H24N2O2S,['Infectiology'],"['Antihelmintic', 'Antiparasitic']"
539,Plate02,G12,Plate06,D06,Cyclosporin A,Prestw-435,59865-13-3,C62H111N11O12,['Immunology'],['Immunosuppressant']
540,Plate02,G13,Plate05,D07,Adenosine 5'-monophosphate monohydrate,Prestw-356,18422-05-4,C10H16N5O8P,"['Cardiovascular', 'Metabolism']",['Antiarrhythmic']
541,Plate02,G14,Plate06,D07,Digitoxigenin,Prestw-436,143-62-4,C23H34O4,['Cardiovascular'],['Cardiotonic']
542,Plate02,G15,Plate05,D08,Amoxicillin,Prestw-357,26787-78-0,C16H19N3O5S,"['Metabolism', 'Infectiology']",['Antibacterial']
543,Plate02,G16,Plate06,D08,Digoxin,Prestw-437,20830-75-5,C41H64O14,['Cardiovascular'],['Cardiotonic']
544,Plate02,G17,Plate05,D09,Pemirolast potassium,Prestw-1603,100299-08-9,C10H7KN6O,['Ophthalmology'],"['Anti-inflammatory', 'Antipruritic', 'Antihistaminic']"
545,Plate02,G18,Plate06,D09,Doxorubicin hydrochloride,Prestw-438,25316-40-9,C27H30ClNO11,"['Infectiology', 'Oncology']","['Antibacterial', 'Antineoplastic', 'Immunosuppressant']"
546,Plate02,G19,Plate05,D10,Dextromethorphan hydrobromide monohydrate,Prestw-359,6700-34-1,C18H28BrNO2,['Central Nervous System'],['Antitussive']
547,Plate02,G20,Plate06,D10,Carbimazole,Prestw-439,22232-54-8,C7H10N2O2S,['Metabolism'],['Antihyperthyroid']
548,Plate02,G21,Plate05,D11,Droperidol,Prestw-360,548-73-2,C22H22FN3O2,['Central Nervous System'],['Antipsychotic']
549,Plate02,G22,Plate06,D11,Epiandrosterone,Prestw-440,481-29-8,C19H30O2,['Endocrinology'],['Anabolic']
550,Plate02,G23,Plate05,D12,DMSO,nan,nan,nan,,
551,Plate02,G24,Plate06,D12,DMSO,nan,nan,nan,,
552,Plate02,H01,Plate07,D01,DMSO,nan,nan,nan,,
553,Plate02,H02,Plate08,D01,DMSO,nan,nan,nan,,
554,Plate02,H03,Plate07,D02,Fluoxetine hydrochloride,Prestw-511,59333-67-4,C17H19ClF3NO,['Central Nervous System'],['Antidepressant']
555,Plate02,H04,Plate08,D02,Emedastine,Prestw-1274,87233-61-2,C25H34N4O9,['Allergology'],['Antihistaminic']
556,Plate02,H05,Plate07,D03,Iohexol,Prestw-512,66108-95-0,C19H26I3N3O9,['Diagnostic'],['Contrastant']
557,Plate02,H06,Plate08,D03,Etofenamate,Prestw-1407,30544-47-9,C18H18F3NO4,['Metabolism'],['Anti-inflammatory']
558,Plate02,H07,Plate07,D04,Norcyclobenzaprine,Prestw-513,303-50-4,C19H19N,['Gastroenterology'],['Antiulcer']
559,Plate02,H08,Plate08,D04,Zaleplon,Prestw-1369,151319-34-5,C17H15N5O,['Central Nervous System'],"['Hypnotic', 'Sedative']"
560,Plate02,H09,Plate07,D05,Pyrazinamide,Prestw-514, 98-96-4,C5H5N3O,"['Infectiology', 'Metabolism']",['Antibacterial']
561,Plate02,H10,Plate08,D05,Diclofenac sodium,Prestw-594,15307-79-6,C14H10Cl2NNaO2,"['Central Nervous System', 'Metabolism']",['Anti-inflammatory']
562,Plate02,H11,Plate07,D06,Trimethadione,Prestw-515,127-48-0,C6H9NO3,['Central Nervous System'],"['Anticonvulsant', 'Antiepileptic']"
563,Plate02,H12,Plate08,D06,Exemestane,Prestw-1410,107868-30-4,C20H24O2,"['Endocrinology', 'Oncology']",['Antineoplastic']
564,Plate02,H13,Plate07,D07,Lovastatin,Prestw-516,75330-75-5,C24H36O5,['Metabolism'],['Hypocholesterolemic']
565,Plate02,H14,Plate08,D07,Fomepizole,Prestw-1499,7554-65-6,C4H6N2,['Metabolism'],[nan]
566,Plate02,H15,Plate07,D08,Nystatine,Prestw-517,1400-61-9,C47H75NO17,['Infectiology'],['Antifungal']
567,Plate02,H16,Plate08,D08,Temozolomide,Prestw-1183,85622-93-1,C6H6N6O2,['Oncology'],['Antineoplastic']
568,Plate02,H17,Plate07,D09,Budesonide,Prestw-518,51333-22-3,C25H34O6,['Endocrinology'],['Anti-inflammatory']
569,Plate02,H18,Plate08,D09,Xylazine,Prestw-598,7361-61-7,C12H16N2S,['Central Nervous System'],"['Analgesic', 'Sedative']"
